Sample Name,Sample Type,HELPER,BATCH,Betaine,Choline,Cystamine,Cysteamine,Cytidine,Glycine,Methionine,Phe-d8,Phenylalanine,Serine,Threonine,TMAOd9,TMNO,Valine,Valine-d8,AccoA.M0-0(PO3),AcAccoA.M0-0(PO3),Phe-d8(NEG),Pump A press,Pump B press,Oven Temp,Cooler Temp,Room Temp,Run Order,Sample Number,Tray
S376,Sample,376.0,,503039274.7,4490136.183,983623.5344,6712.398832,18698.97055,182422.1154,3227837.689,21060020.6,112730567.6,252028.168,3193362.19,79124703.1,9192045.198,10913643.71,2236962.704,9082.910529,60925.88208,2632693.081,409460.2323,725974.6946,,,,469.0,S376,5.0
S377,Sample,377.0,,186684267.2,1046486.453,1063779.159,5485.162005,32989.12621,60052.7197,1163848.373,17056558.54,37262980.91,225636.9393,2915634.378,81574791.85,97219808.98,5238328.985,2227261.222,37938.35835,138025.1122,1878127.006,409679.8535,723579.1093,,,,470.0,S377,5.0
S378,Sample,378.0,,397445428.8,3528941.52,858641.5223,8838.440704,21720.53566,148250.2245,2557001.093,20681592.34,76687825.87,283740.6096,4686505.851,79600268.51,50813433.63,9525158.652,2194365.978,10285.01648,69851.86803,2772840.484,409213.2204,728499.135,,,,471.0,S378,5.0
S379,Sample,379.0,,190560579.9,1955518.382,526576.7853,19297.52695,36615.11605,87232.66773,1469756.383,17601112.01,56220677.03,257604.3495,2095701.966,87607266.77,18057851.95,9049219.004,2304049.629,47822.64679,87110.46432,1803652.266,409571.23,723837.187,,,,472.0,S379,5.0
S380,Sample,380.0,,497833644.5,3784819.528,610805.1938,18293.70904,27013.1636,165890.1221,1936648.595,20394556.31,87815491.1,332250.2631,2840849.178,83966322.0,13806149.38,11267946.37,2366746.736,9662.296481,77977.33577,2636966.702,401763.2011,727208.3391,,,,473.0,S380,5.0
S381,Sample,381.0,,251033489.4,1767092.835,1449613.712,10475.0115,36101.76912,79427.59607,1532785.148,14909053.82,47840490.51,265555.5402,3247558.762,76129770.77,24699233.73,6516138.465,1786411.305,31507.31644,105321.3699,1431718.995,408136.9216,724732.5255,,,,476.0,S381,5.0
S382,Sample,382.0,,384203997.5,4273064.507,1290555.813,4590.542396,31211.97222,128334.1827,2452297.974,17540958.42,81816426.19,242722.4511,3403772.504,74129870.96,17167420.25,9075215.629,1792639.237,17032.88978,69213.69883,2201267.254,408372.9788,726798.6316,,,,477.0,S382,5.0
S383,Sample,383.0,,251538884.2,1807160.696,1750020.052,8687.989746,22014.92566,63318.0276,1372552.396,15317267.88,54575141.39,189284.0295,3701830.118,78980136.05,9128238.632,9989349.518,1849744.411,19452.48325,99550.41019,1500043.608,408771.7192,725365.4219,,,,478.0,S383,5.0
S384,Sample,384.0,,382894486.9,3729775.956,1597003.768,9582.666902,29525.6672,124777.1334,2206681.265,18764377.74,90430590.67,225368.114,4710318.394,75325041.67,7680738.569,10233994.75,1985888.902,8205.862148,71595.02412,2529358.754,401844.4629,724388.2298,,,,479.0,S384,5.0
S385,Sample,385.0,,166109651.4,903068.8425,793514.0467,5496.230046,28383.92395,52456.9532,877752.2252,15608745.25,39870822.09,202403.6846,2477439.063,82516866.66,12294822.61,5850335.114,2064205.422,23379.22214,91347.77639,1564530.023,409303.1269,724923.4625,,,,480.0,S385,5.0
S386,Sample,386.0,,306687342.0,3966856.152,743319.2531,7671.285721,24305.39472,101654.095,2024312.346,17281551.83,120592317.7,253261.188,4005035.879,73361562.89,12107057.75,11467646.98,1919601.487,13809.88603,76449.79035,2171782.816,407970.8161,726769.8323,,,,481.0,S386,5.0
S387,Sample,387.0,,247267596.9,2033312.11,1144634.882,12852.57698,50450.7713,103083.0829,1458865.185,18010991.09,51780273.53,955051.3431,3092906.314,83364334.57,15234449.57,6962701.117,2123932.214,27441.27865,70198.21824,1940854.641,407826.9221,726225.3313,,,,482.0,S387,5.0
S388,Sample,388.0,,424590258.0,3769412.609,1127699.599,13159.28315,34382.8827,125503.6169,3217714.02,20072542.0,103579089.9,227865.2094,4392614.807,80971381.64,13002681.13,10377359.76,2041717.285,12675.57158,75130.84141,2462845.109,404097.4091,723589.347,,,,483.0,S388,5.0
S389,Sample,389.0,,218458115.8,1210246.989,745792.1067,30279.55668,20733.32301,116565.3395,945784.6432,16607494.54,36801562.94,292208.2615,3410714.78,92411057.81,13757950.12,9048234.218,2284089.427,14727.75614,86116.97889,1882372.997,407456.4275,724204.3862,,,,484.0,S389,5.0
S390,Sample,390.0,,366013445.0,3521487.79,719923.7497,34949.43503,36743.7501,145098.6472,1825665.184,17378657.79,76858599.11,236804.826,4811961.545,75365313.88,11006285.32,12812671.22,1963225.72,7528.725902,74587.35373,2335445.75,407658.9084,726148.0783,,,,485.0,S390,5.0
S391,Sample,391.0,,313964429.1,1645493.018,1605326.807,9699.294993,28764.21725,49279.41688,1040192.008,15967333.84,50130522.46,197414.9028,2034791.939,76081455.71,76732612.64,7911152.357,2051902.841,15006.08346,128039.2042,1627536.638,407369.3541,722088.5724,,,,486.0,S391,5.0
S392,Sample,392.0,,524528215.0,4086042.603,1484440.045,11493.75601,14249.32036,129358.2184,2408461.704,16183172.04,105517035.3,210706.1317,2868983.122,69154369.58,65812711.71,15429800.12,2169018.077,13447.37092,69971.2284,1740912.019,407498.9028,726710.5974,,,,487.0,S392,5.0
S393,Sample,393.0,,254947241.7,1223214.539,486226.6427,8444.030643,13117.99635,57057.8225,987570.356,15173064.43,33891994.05,167415.8746,2407187.861,76490311.5,6540076.851,6279859.52,1880547.774,13158.14147,82352.94752,1780342.382,407242.0508,725647.1113,,,,488.0,S393,5.0
S394,Sample,394.0,,356915380.1,3235275.777,748835.5809,13020.60399,12542.2827,129501.9089,2001546.049,14066198.64,64831336.07,216490.0009,3769696.575,78548575.88,6785948.667,10564665.7,1988681.416,9899.781543,73939.10951,2298864.056,408017.7217,723668.6474,,,,489.0,S394,5.0
S395,Sample,395.0,,209265850.7,1201329.811,379629.3625,31600.38985,29611.59992,70752.13364,1295023.937,14505749.56,37619045.04,245206.8893,2443890.836,83905821.95,10224040.09,6963157.346,1854079.845,15082.82471,88967.47928,1624610.459,407734.2529,725941.8279,,,,490.0,S395,5.0
S396,Sample,396.0,,394566808.0,2850304.176,481864.4304,28787.62547,18673.64322,124478.5121,2244688.354,16632593.43,67654663.79,225349.779,2398386.009,72489626.27,10592855.07,8942114.963,1491006.909,7636.285642,120568.0045,2345837.414,408384.2142,725609.2298,,,,491.0,S396,5.0
S397,Sample,397.0,,196800890.5,1427736.342,1034583.924,5663.566745,18148.82664,52540.05554,922046.7798,13707882.52,34467704.97,194539.7084,2137634.784,81408031.25,22780786.66,5443439.529,2023241.459,12278.94841,78078.87691,1724904.135,401721.8357,725097.1068,,,,492.0,S397,5.0
S398,Sample,398.0,,222805468.7,4100238.198,1145912.077,5763.439994,24613.65885,94194.62115,2619633.969,18504550.53,83578230.37,204697.027,2612376.707,69677681.15,19172593.46,8846428.53,2018960.191,8344.984616,85326.36474,2218349.674,407792.2546,724470.2616,,,,493.0,S398,5.0
S399,Sample,399.0,,274063521.6,1416732.723,1457122.696,46766.41066,15378.32141,56620.97525,1253216.476,15273907.99,37237268.74,228815.2848,1906021.039,81421146.32,10520628.17,4129050.326,2219455.979,27332.73406,81765.64338,1645710.065,409133.6258,727542.9974,,,,494.0,S399,5.0
S400,Sample,400.0,,394470274.7,3272007.1,1535413.58,61414.92763,22748.90802,98907.44423,2140433.605,14697605.1,69526038.73,248914.532,2757352.236,73304212.95,11451697.48,6095517.522,2038822.894,10394.7132,43199.88681,2586528.292,407205.1634,727186.2297,,,,495.0,S400,5.0
S401,Sample,401.0,,224404973.2,808493.5465,288482.0665,57035.61187,12815.43889,54379.28998,969782.9549,14672056.88,38691738.55,191803.5893,1711469.748,81740233.6,6764933.882,4513073.081,1905674.655,16780.16399,52319.59985,1989651.471,408570.7016,726827.7387,,,,510.0,S401,6.0
S402,Sample,402.0,,367002566.2,2848179.299,371396.479,61039.12558,16329.01989,121328.6029,1931733.196,14917527.41,55329072.55,230079.9038,2255015.462,74903589.41,6192578.127,7088749.355,1967581.704,7402.033312,50255.67614,2078389.149,403529.2728,727964.1247,,,,511.0,S402,6.0
S403,Sample,403.0,,231614959.0,845408.1246,606253.3526,13944.48389,18306.02139,53992.57893,1363300.879,14635227.37,48178957.85,183998.4607,1708307.148,76700199.61,10854998.75,7058584.208,1925880.807,10796.8293,106505.2966,1608437.51,403666.6009,728614.0361,,,,512.0,S403,6.0
S404,Sample,404.0,,402864152.8,3072351.033,760613.0951,22229.05902,23065.07638,111371.2404,3422443.01,18132590.81,94153582.79,315046.5223,2864755.742,79855906.05,10125769.38,13566071.28,2237897.488,8052.715738,96501.41804,2103122.441,403923.5663,727893.449,,,,513.0,S404,6.0
S405,Sample,405.0,,188173068.7,1087417.197,1467839.98,5524.907886,18758.78163,59671.25479,1272688.343,12535861.6,35623248.08,218336.2574,2215876.794,84380741.61,6148821.768,7086613.365,2439101.514,19469.52471,123023.5317,1461126.029,410147.0904,727397.8523,,,,514.0,S405,6.0
S406,Sample,406.0,,444016699.8,4487401.5,2162164.523,7512.938649,16034.24968,520101.4305,2490004.602,18383685.78,93985615.86,215455.6541,3515409.618,74241797.93,19816667.86,12100348.74,2222388.292,10297.62633,75452.13553,2356281.608,408431.2609,727855.7677,,,,515.0,S406,6.0
S407,Sample,407.0,,202210274.7,1296511.922,556163.7312,17099.78165,26761.18096,87542.9963,1252788.448,17501312.08,41576320.52,257442.1776,3408728.692,92252019.76,25650183.25,7056673.055,2090002.982,25302.50849,103167.5115,1836062.401,409759.7088,726419.9003,,,,516.0,S407,6.0
S408,Sample,408.0,,396388410.7,4083272.562,999006.8501,9333.355282,40452.99923,56007.91162,2425263.004,19031642.62,91091727.57,163472.9851,3163062.794,75461386.13,24902451.48,12777468.9,2272837.854,8800.377799,55661.34971,2445804.564,410159.6141,727560.1323,,,,517.0,S408,6.0
S409,Sample,409.0,,237222970.0,1923423.193,747567.2975,8273.77482,19096.74804,50886.57159,1154308.708,15883128.53,53166477.01,226265.1381,1711858.87,84624462.17,8255034.446,7123796.917,1819881.192,16120.32973,81885.25159,1521029.865,402347.9513,726190.7618,,,,518.0,S409,6.0
S410,Sample,410.0,,404953888.8,6745258.456,947553.9346,8547.018641,41630.3811,88721.65185,2745596.823,16689204.82,105258182.6,194200.5259,1757714.787,68938252.22,6967160.257,10867848.36,2095166.117,5850.415359,43551.3636,2258888.891,403936.6921,727496.4981,,,,519.0,S410,6.0
S411,Sample,411.0,,299462446.4,2026947.013,1555046.566,5657.728839,19904.85174,89570.73216,1572795.483,15541931.3,55714064.06,174917.2576,2454168.315,79080972.04,21601005.77,7364688.965,1946866.775,10219.97948,62058.45705,1653192.743,403048.3111,726602.5776,,,,520.0,S411,6.0
S412,Sample,412.0,,330784354.1,4772327.443,1375866.073,9254.572444,12056.71079,123757.7638,2111755.779,16077140.39,69912796.54,162604.9553,2944293.684,68623189.78,18979091.09,7715778.423,1729623.977,10635.99897,65202.92986,2085980.193,409312.1759,727064.0082,,,,521.0,S412,6.0
S413,Sample,413.0,,188724417.8,1017666.56,985258.2392,6929.349873,10088.01578,54902.44375,865802.4455,14532440.42,31450747.6,191816.9496,2254652.597,80146603.2,12697998.0,3998618.481,1833892.475,19251.26361,103652.5022,1473328.779,408237.9558,726188.9073,,,,522.0,S413,6.0
S414,Sample,414.0,,304474843.1,2995905.841,858557.9182,13211.89489,24338.199,88973.22436,1616735.148,17290718.74,67754170.58,255470.4298,3746878.469,75852912.76,10957654.21,6736658.106,1952493.634,7774.960349,67274.28405,2191167.364,410787.1503,726690.3558,,,,523.0,S414,6.0
S415,Sample,415.0,,149868326.5,1079335.481,615186.4384,5834.062732,16967.63666,97126.95608,1826446.816,16075838.43,42527331.8,211137.4363,2950722.62,68672178.64,5977851.686,6139123.156,1882596.692,20060.26824,81749.83434,1911391.521,410285.5999,727703.8209,,,,524.0,S415,6.0
S416,Sample,416.0,,219430358.5,3004266.763,890826.1241,6641.137764,19062.33729,184039.4996,2957052.252,16199553.59,75469789.72,264448.9506,4082661.747,64407147.01,11839515.89,10149537.02,1760452.346,14185.86271,89867.63196,1943745.51,403998.764,726129.3068,,,,525.0,S416,6.0
S417,Sample,417.0,,160825742.1,608152.7576,877350.0482,18614.44748,78455.84058,51876.34207,987605.8943,15801023.33,26686090.01,234819.0352,1789140.209,76563313.62,11737057.58,3847138.08,1927265.758,12658.10692,73541.33132,1634218.015,402623.368,727101.7021,,,,526.0,S417,6.0
S418,Sample,418.0,,289379922.4,2587451.96,1151610.492,22354.79817,11054.31877,97078.42784,1668048.724,15997225.24,53145424.48,210284.7751,2928887.862,66176275.13,11216253.47,7120232.182,1926791.346,7950.512428,84290.46749,2466534.101,410125.5701,728459.6121,,,,527.0,S418,6.0
S419,Sample,419.0,,176766047.7,831420.8906,383669.9604,22115.90744,10855.99218,45794.9894,894300.6972,15592839.83,28926475.49,205544.9616,1634346.78,78599364.32,9425906.606,4980162.308,2088087.74,22461.88124,86429.97383,1872127.479,407175.0497,728660.7798,,,,528.0,S419,6.0
S420,Sample,420.0,,335745223.9,2699454.383,451529.8786,22366.78166,12523.99063,102025.3397,2292223.84,17396430.97,70848539.33,152676.4264,2397431.875,69203897.77,8039732.244,8828888.451,1801151.78,6907.287171,98256.54829,2214953.987,411501.6008,729557.4504,,,,529.0,S420,6.0
S421,Sample,421.0,,113486650.9,540512.085,372684.3158,3124.286052,13708.95326,33486.5407,1517050.608,18427760.91,54679086.87,130506.8999,1745344.311,63927908.33,57895532.67,6913624.434,1823933.209,13416.62891,61499.66717,2313020.214,403275.5675,726006.5597,,,,532.0,S421,6.0
S422,Sample,422.0,,316160842.0,3229440.35,765284.5431,3471.628244,32601.40214,93222.02499,3283673.568,21169267.63,117560773.8,185578.6941,2691189.016,46314038.04,72741470.12,12334933.72,1703050.61,5648.880694,67238.20935,2219338.97,407275.1147,727414.8226,,,,533.0,S422,6.0
S423,Sample,423.0,,198111133.8,1439860.102,904278.4227,13431.28245,18369.70748,34041.70958,829031.6414,18681619.63,39455181.07,263802.0734,2199022.166,72181231.33,7315111.964,7581711.196,2247056.336,14625.55585,90603.57907,1983935.699,403744.2304,726630.0109,,,,534.0,S423,6.0
S424,Sample,424.0,,319610684.2,2517534.378,997019.9553,5388.922765,11041.89573,124407.2844,1945758.443,19278632.23,75791260.9,214696.4405,2940236.401,67261724.53,7082307.293,10570761.59,1696982.8,13682.89869,64118.73199,2474653.77,410173.3172,726746.0885,,,,535.0,S424,6.0
S425,Sample,425.0,,156752074.7,1025288.567,1228660.391,26983.804,29857.66946,52888.04601,1727430.044,18762628.69,52188085.63,194320.5297,2611108.695,70527416.99,12559828.24,6759853.79,1915067.061,22839.04763,80082.65931,1769356.689,408872.1826,725076.451,,,,536.0,S425,6.0
S426,Sample,426.0,,295627604.0,3192990.799,1182459.801,32963.71241,11462.10932,107740.1787,2361097.575,18531702.53,81788053.21,245456.26,2807061.42,55349525.08,10070020.88,9077852.251,1698119.11,6971.686293,71290.65313,2282447.5,407391.2484,724761.6159,,,,537.0,S426,6.0
S427,Sample,427.0,,185581448.9,1145189.644,723891.7865,17352.58344,20418.06089,16795.10019,929540.8995,15218194.02,41448493.28,178808.4627,1103864.396,62428802.46,48591756.47,6035372.911,2207957.463,34428.08477,81621.67781,1682467.905,407183.079,724617.3794,,,,538.0,S427,6.0
S428,Sample,428.0,,407507108.2,3506748.069,571968.5431,18903.26871,29367.36312,103875.9609,2237178.334,21727403.82,100767078.7,234158.3322,1512278.537,80446557.86,28936476.82,10231519.32,2186220.967,12795.72374,69156.1519,2675638.594,406815.6379,724502.0678,,,,539.0,S428,6.0
S429,Sample,429.0,,118884899.1,764184.5966,552159.7704,3776.405508,19705.15851,77822.09494,1167193.732,13180682.82,37845438.23,213660.1253,2065533.91,62337822.51,8377049.623,4885876.474,1758054.094,28734.08487,80805.39999,1472552.037,406023.9482,722243.8485,,,,540.0,S429,6.0
S430,Sample,430.0,,397826565.6,3376207.828,674045.4985,12452.58074,29438.8918,131947.5907,2056298.134,17870244.65,65758381.4,257713.5994,3213503.567,74462461.56,6853850.524,7404867.378,2078286.357,7121.397856,80750.05616,2136703.864,406861.2112,721659.3097,,,,541.0,S430,6.0
S431,Sample,431.0,,198771275.0,1133431.709,770774.4772,6625.137072,153028.3611,72641.60605,1861862.092,19977035.3,48622263.66,272657.3028,4771992.687,87952650.66,35326789.44,9394970.187,2390632.765,16538.89929,102255.7057,1735479.024,404620.3527,725748.719,,,,542.0,S431,6.0
S432,Sample,432.0,,371710329.3,4211974.705,1062119.348,9075.059266,49465.61448,136110.9464,4365893.884,22096895.07,121111746.8,267862.2928,6219772.772,76572876.26,41833449.0,16823154.44,1870068.005,9546.75219,104467.6009,2201445.183,406186.3101,724455.0628,,,,543.0,S432,6.0
S433,Sample,433.0,,210343128.4,1402566.009,547725.7068,14130.41382,55529.95806,51667.38917,1819652.345,23924801.65,65053212.55,197535.1721,1751920.845,94072563.91,9445477.085,8208374.378,2431844.7,22429.24051,65836.29391,2305025.199,403032.4113,724056.4987,,,,544.0,S433,6.0
S434,Sample,434.0,,379412164.7,3894795.369,649105.5121,18802.61147,61274.47084,103284.361,3836585.535,23561100.37,130725924.8,246524.1817,3406841.039,81879369.72,10137475.56,15504115.95,2309850.061,11560.20747,70944.34058,2492320.403,406558.0416,723803.3053,,,,545.0,S434,6.0
S435,Sample,435.0,,206111525.9,1764268.09,679771.26,5447.239598,61411.74119,98662.81074,2608179.601,21405220.53,78549302.23,288467.3834,3860351.209,97338559.77,7032316.443,9596856.147,2581101.738,18155.83382,102057.3162,1795889.078,406656.112,725754.9051,,,,546.0,S435,6.0
S436,Sample,436.0,,359398214.9,3937040.805,1004103.604,5618.121029,29211.19437,128197.1333,2668934.774,23220062.37,92660484.2,276973.7457,4343094.499,90544980.46,7621068.453,12666877.09,2525607.411,10062.74827,113501.6948,2327627.591,406603.8257,724708.5916,,,,547.0,S436,6.0
S437,Sample,437.0,,213983167.0,1751467.012,1558486.43,8343.85218,92858.76183,46461.18194,1205527.594,18952899.58,46753463.16,211267.2282,2497739.288,86943366.52,53686726.45,9212563.271,2253510.087,14119.98912,140243.4128,1599998.745,406747.9578,720236.1073,,,,548.0,S437,6.0
S438,Sample,438.0,,403369317.1,3799425.989,1473637.958,8259.608986,23910.57088,115125.92,2280805.192,23684264.09,81461421.82,301016.4342,2456357.068,88028661.17,16275279.97,10751970.52,2358860.128,5403.88775,91771.33696,2682693.019,407184.6658,725159.8846,,,,549.0,S438,6.0
S439,Sample,439.0,,251414540.3,2058722.59,1850993.61,17707.00414,209443.3006,83580.57598,1854898.286,17755531.75,56862890.22,257953.45,4181425.04,95191171.8,15609084.79,10008668.74,2301307.742,11431.00018,107265.4953,1380732.81,407909.0966,724953.5333,,,,550.0,S439,6.0
S440,Sample,440.0,,371134400.5,3908044.462,1139612.487,9197.732967,27885.59336,127265.2282,2591815.632,23668893.53,113918125.1,272108.4604,3926166.4,91116248.59,6295342.715,11385880.8,2215115.008,8218.194955,74639.14932,2401912.315,407125.9242,725313.8036,,,,551.0,S440,6.0
S441,Sample,441.0,,208429824.2,726633.3907,549532.8952,20164.48194,21991.15746,45267.10296,865614.8703,20178567.27,39072042.94,240691.7892,1898120.036,103357424.3,8088985.702,5436879.009,2454530.992,30329.85085,99912.52255,1630569.964,410341.6023,727588.5308,,,,554.0,S441,6.0
S442,Sample,442.0,,397707610.5,4643250.297,763238.5034,22974.21323,97386.48003,112215.9204,2191348.473,22778211.39,93704259.66,219445.4223,3150046.713,89242880.66,9097677.333,11781025.03,2355094.09,16458.24979,100896.3606,1941261.453,403466.0466,726314.394,,,,555.0,S442,6.0
S443,Sample,443.0,,155312258.5,1922373.525,2931520.316,20088.94029,60607.12992,55498.71277,1249715.344,21216158.35,45402006.91,255919.072,2048298.368,89356261.16,120582158.5,6830203.669,2603608.801,15637.84444,60492.04064,1746124.679,410219.4922,727479.8357,,,,556.0,S443,6.0
S444,Sample,444.0,,350394880.0,4785255.662,3947142.001,28855.90305,100182.1699,146000.3417,3351303.242,22593506.6,116810637.5,234118.2688,3867246.285,80856860.95,120609318.6,11341524.06,2029275.983,7557.298206,61691.79504,2251653.621,410796.6332,727227.1194,,,,557.0,S444,6.0
S445,Sample,445.0,,217297300.2,1979330.973,703866.7917,3924.067674,44696.10748,120925.408,1891112.288,14550239.4,54731390.76,232393.1619,3895473.996,94279662.89,7295948.676,9611299.907,1918074.88,35104.08143,93967.96714,1180902.357,409211.322,729439.4001,,,,558.0,S445,6.0
S446,Sample,446.0,,381256763.5,4136563.385,1028228.057,4248.476984,28548.1639,192131.5514,4207948.027,21739584.82,126244009.0,300734.3387,5256296.378,94107364.52,5466494.011,16142836.08,2221580.2,11320.90408,73165.5359,2270064.68,402206.391,728627.2559,,,,559.0,S446,6.0
S447,Sample,447.0,,226816772.2,1624026.014,1116369.602,5258.074684,10317.40521,78645.43624,1356248.773,19764934.61,55339450.84,243466.8371,2518677.999,106737000.9,9748955.608,6577671.328,2495547.848,24673.39016,99919.69447,1717305.014,410630.479,728956.4323,,,,560.0,S447,6.0
S448,Sample,448.0,,372749704.2,3769300.941,1153485.447,5508.960031,31913.88478,72008.60783,2499554.91,22892708.25,103327565.0,250901.8304,2985998.691,85415520.39,8176733.91,11025445.05,2487143.938,14482.24541,66253.86255,2471282.692,410702.2072,726964.1961,,,,561.0,S448,6.0
S449,Sample,449.0,,232610618.4,1726691.663,1158311.276,6604.015937,40873.31777,82279.40659,1362808.616,17179930.67,46084064.32,170538.1832,2350807.431,93049439.19,12168662.31,7008756.119,2288258.008,16934.10049,81175.40228,1350070.861,411075.2885,727115.252,,,,562.0,S449,6.0
S450,Sample,450.0,,379263271.2,3994334.856,1115357.624,7296.685126,33503.37121,145904.3411,2619662.04,21475956.55,95183332.21,249319.6779,3748776.024,85796029.42,9384158.377,11235757.48,2360330.481,8941.951085,47942.5271,2367462.955,410368.6564,726706.9816,,,,563.0,S450,6.0
S451,Sample,451.0,,201324286.7,1380596.11,861092.167,3149.085151,35291.84326,65781.99896,1433536.106,20512605.97,62525516.8,237969.0458,2788706.349,86490263.46,11271557.85,7621724.568,2292530.37,30915.79358,82075.32019,1655601.849,409650.6723,727927.1435,,,,564.0,S451,6.0
S452,Sample,452.0,,381287720.2,4033208.043,950350.4088,4820.765313,64526.88846,87410.65466,2581697.963,23020321.61,116526037.5,237199.7266,3837980.263,82140113.95,10542125.77,12668145.17,2573717.343,6740.909639,49633.86739,2340999.982,411285.2271,730836.2369,,,,565.0,S452,6.0
S453,Sample,453.0,,198232313.0,1528473.776,574845.448,7871.028808,23750.15765,100458.1143,1282126.677,20321220.61,53978831.87,220159.6713,3160970.847,80454176.57,16157819.55,8192004.59,2166238.985,13816.14219,73156.61345,1693787.343,409628.2401,728663.4227,,,,566.0,S453,6.0
S454,Sample,454.0,,333880777.4,3069112.737,607915.7232,7966.060417,20178.71235,157692.416,3445359.662,22484108.42,107523839.2,297908.2991,4601012.724,84381247.52,17609310.13,13666464.89,2243970.368,11428.37679,76675.60757,2349598.552,412094.5082,729451.3697,,,,567.0,S454,6.0
S455,Sample,455.0,,192691600.5,2099502.985,2047660.8,20157.43368,40335.63442,103089.7117,1798444.423,20516748.99,66678179.62,212807.0323,4250346.189,71559777.32,32756150.88,10141889.37,1980838.234,16804.97998,142341.4137,1911085.631,405266.4577,729566.8691,,,,568.0,S455,6.0
S456,Sample,456.0,,289775470.0,6056356.543,1971625.665,7701.264039,32832.15606,138922.1782,2267601.082,23352789.11,91101192.07,240487.4797,3892915.642,78344466.71,20070222.58,11777850.92,2398884.478,17242.91479,105072.275,2208124.194,405623.9846,731146.6548,,,,569.0,S456,6.0
S457,Sample,457.0,,181283814.2,1332322.161,2275031.119,20176.11144,33700.60726,42834.59469,1271460.516,17808380.51,42744893.43,172340.4475,2198915.651,78985828.03,13820884.73,5636655.5,2239031.043,25778.93715,147850.0475,1537226.325,412104.066,730102.343,,,,570.0,S457,6.0
S458,Sample,458.0,,311849864.7,3747663.653,2737081.684,13375.53653,118567.1116,26978.24854,3065987.082,22240264.88,119597748.8,154046.4342,2534388.751,75951166.14,13694246.6,11483340.75,2375976.769,4941.288022,79433.92194,2241851.932,410994.3974,729560.0869,,,,571.0,S458,6.0
S459,Sample,459.0,,238233467.8,1648023.485,1413772.274,18330.46955,41861.31897,99716.71866,1611937.279,18216489.02,51841919.77,260368.5841,3051989.394,93429176.82,73809589.72,6811295.59,2291970.727,14866.08132,67491.37142,1390635.231,411366.996,730563.1958,,,,572.0,S459,6.0
S460,Sample,460.0,,312712726.3,3252598.02,1115887.256,14046.22429,19550.83874,118195.1474,2599416.883,21399349.26,80918315.14,280716.8239,3272708.891,92377118.02,27994689.64,8781829.038,2325358.632,7420.008644,56761.95079,2290258.666,403793.245,729017.5855,,,,573.0,S460,6.0
S461,Sample,461.0,,193723071.8,1731196.852,1205366.908,12404.75042,64339.244,107543.478,2749887.902,19495924.23,73533473.62,274581.7015,5120843.635,75674356.55,9419520.854,11531662.52,2058179.633,17064.66676,55673.91614,1846080.93,408557.2368,729654.8307,,,,576.0,S461,6.0
S462,Sample,462.0,,209373791.8,1797517.897,1054102.184,4904.150419,24879.51064,102799.7693,2766608.085,22622005.66,81321720.81,283586.7746,5193453.102,76354623.5,6762082.584,12283654.62,2442742.181,9067.353785,53344.31989,2284394.111,405169.4288,729282.2585,,,,577.0,S462,6.0
S463,Sample,463.0,,203960526.0,1162734.658,659445.5736,17662.7074,35268.89197,45287.48478,1235962.72,20454714.17,50974290.55,251517.6787,2955373.536,73932721.91,10430076.6,10802089.17,2385863.841,7666.094097,65887.89592,1696970.361,403335.2,728489.6981,,,,578.0,S463,6.0
S464,Sample,464.0,,316312722.9,2919583.159,932834.1196,6802.271603,26333.10988,96483.0868,3258468.844,22793818.52,126111824.6,175291.0424,3273090.681,56813776.83,7935766.692,13692409.09,1977122.561,8864.967216,71911.32896,2278925.938,405662.9271,729476.5594,,,,579.0,S464,6.0
S465,Sample,465.0,,139092584.7,1131496.241,865855.6077,27970.39701,29467.43982,50534.1061,912260.3191,18996950.14,37046104.38,197273.9028,2141591.831,70476479.62,11924657.12,5535326.359,2276690.723,33423.23407,89234.88497,1726871.873,411108.2544,727642.2603,,,,580.0,S465,6.0
S466,Sample,466.0,,340030237.8,2857952.528,844764.9606,19260.10504,22907.94974,111038.3738,2113422.644,23969599.9,86433665.96,235609.5944,3384512.426,90939167.27,9222101.609,13117704.71,2715966.841,14235.96919,58416.51901,2579234.962,403661.9681,729327.3889,,,,581.0,S466,6.0
S467,Sample,467.0,,153401128.1,939532.4556,1304911.174,11388.67039,55351.91376,37341.89362,1040361.177,15325848.65,39133859.14,155206.2907,1163441.893,65256849.48,10237619.82,6191650.087,1842654.989,41277.3012,64021.55918,1449149.432,411056.9712,728305.7025,,,,582.0,S467,6.0
S468,Sample,468.0,,334168879.3,2999610.818,947199.6826,12484.05126,19853.73462,150462.6411,2736880.287,22299334.31,98981222.19,285990.2534,2144474.996,69112037.84,9579785.852,10134310.39,2164014.368,11180.61721,46346.47677,2401269.51,403862.1564,726098.1491,,,,583.0,S468,6.0
S469,Sample,469.0,,122992863.8,558198.8271,645329.2789,5673.049481,21698.42004,45928.30655,1027945.844,19014244.72,45055273.66,185252.9481,1328071.776,72778121.59,8836116.694,5358066.557,2065343.425,29841.47337,78427.46387,1858635.371,411857.9485,730892.396,,,,584.0,S469,6.0
